month,year,group_of_product,product,sub_product,line_of_business,branch,channel,agent,gross_written_premium,net_written_premium,earned_premium,claims_reported,claims_paid,outstanding_claims,commissions,brokerage_costs,direct_costs,indirect_costs,reinsurance_costs,receivables,budget,actual,forecast
2,2023,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Sur,Bancassurance,Agent-007,56641.0,47828.0,40176.0,31792.0,25224.0,6569.0,6470.0,1535.0,3142.0,1440.0,6766.0,12003.0,58523.0,56641.0,56050.0
2,2023,Property Insurance,Fire & Perils,Commercial,Property Insurance,Salalah,Digital,Agent-010,39481.0,28084.0,26258.0,26940.0,23416.0,3524.0,3703.0,705.0,2889.0,857.0,4338.0,14094.0,38638.0,39481.0,37068.0
2,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Muscat HQ,Direct,Agent-012,40169.0,32518.0,28733.0,17930.0,15925.0,2005.0,3602.0,1588.0,2089.0,914.0,4663.0,10135.0,39830.0,40169.0,42201.0
2,2023,Property Insurance,Property All Risks,Commercial,Property Insurance,Sohar,Digital,Agent-006,39265.0,33813.0,29484.0,26494.0,23842.0,2652.0,3012.0,1811.0,2844.0,1285.0,7317.0,5345.0,35558.0,39265.0,38309.0
2,2023,Property Insurance,Property All Risks,Commercial,Property Insurance,Sur,Broker,Agent-007,50437.0,38518.0,33522.0,30460.0,18317.0,12143.0,6191.0,1266.0,3979.0,2055.0,2917.0,6445.0,46283.0,50437.0,54090.0
2,2023,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Muscat HQ,Bancassurance,Agent-013,68717.0,51564.0,50361.0,45032.0,31663.0,13369.0,6905.0,1300.0,3363.0,3364.0,10580.0,24325.0,69275.0,68717.0,65847.0
2,2023,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Nizwa,Broker,Agent-005,53960.0,46336.0,45587.0,24136.0,21881.0,2254.0,4746.0,1125.0,2145.0,2381.0,5565.0,13221.0,50969.0,53960.0,55567.0
2,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Broker,Agent-009,41801.0,30650.0,29032.0,26358.0,18127.0,8231.0,4406.0,950.0,2412.0,1663.0,8190.0,9895.0,43040.0,41801.0,42323.0
2,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sur,Broker,Agent-005,52947.0,47523.0,39760.0,35566.0,23652.0,11915.0,7768.0,1982.0,1827.0,2160.0,7441.0,10656.0,50413.0,52947.0,54800.0
2,2023,Medical Insurance,Individual Medical,Standard,Medical Insurance,Sur,Digital,Agent-012,44209.0,31719.0,30132.0,17367.0,12102.0,5265.0,4453.0,948.0,1802.0,1817.0,5838.0,15558.0,44928.0,44209.0,44092.0
2,2023,Medical Insurance,Individual Medical,Standard,Medical Insurance,Sur,Direct,Agent-015,56113.0,42677.0,43121.0,36276.0,29547.0,6729.0,3024.0,847.0,3086.0,2379.0,6712.0,5902.0,52570.0,56113.0,56910.0
2,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Nizwa,Broker,Agent-006,43566.0,31406.0,29380.0,17404.0,14391.0,3013.0,5564.0,2127.0,3373.0,1229.0,2370.0,8662.0,45383.0,43566.0,40498.0
2,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Nizwa,Digital,Agent-006,39077.0,33793.0,31558.0,27913.0,17755.0,10158.0,2539.0,990.0,2454.0,1466.0,2388.0,15143.0,37554.0,39077.0,38195.0
2,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Sur,Digital,Agent-005,36324.0,27130.0,25901.0,24757.0,19265.0,5492.0,3132.0,1794.0,1346.0,1174.0,6575.0,13445.0,39814.0,36324.0,38561.0
2,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Sohar,Broker,Agent-010,41488.0,33131.0,33244.0,24078.0,21573.0,2506.0,2878.0,722.0,2158.0,836.0,6386.0,7834.0,41963.0,41488.0,38634.0
2,2023,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Salalah,Digital,Agent-010,55251.0,41837.0,35716.0,33103.0,21805.0,11298.0,4767.0,2073.0,3077.0,2095.0,4842.0,20985.0,54299.0,55251.0,53368.0
2,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Nizwa,Bancassurance,Agent-008,46601.0,33303.0,33616.0,28946.0,21015.0,7931.0,3525.0,661.0,3591.0,1130.0,4144.0,14322.0,48560.0,46601.0,44072.0
2,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Muscat HQ,Digital,Agent-007,31694.0,22877.0,18547.0,19168.0,12508.0,6661.0,3248.0,335.0,2187.0,1489.0,5573.0,12282.0,34249.0,31694.0,31410.0
2,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Sohar,Broker,Agent-003,26402.0,23553.0,20031.0,19220.0,17903.0,1317.0,3079.0,1169.0,1533.0,1276.0,1692.0,9483.0,24055.0,26402.0,25722.0
2,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Salalah,Direct,Agent-006,55317.0,46457.0,47592.0,25514.0,15540.0,9973.0,7057.0,2107.0,3168.0,2459.0,9737.0,15288.0,60472.0,55317.0,57262.0
2,2023,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Muscat HQ,Digital,Agent-009,56949.0,50741.0,49597.0,27473.0,22499.0,4974.0,3960.0,1170.0,4406.0,1845.0,4940.0,14017.0,55662.0,56949.0,59041.0
3,2023,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Sohar,Digital,Agent-004,60077.0,50534.0,44462.0,21053.0,19014.0,2039.0,5584.0,1783.0,2053.0,2710.0,4539.0,13408.0,64165.0,60077.0,59671.0
3,2023,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Nizwa,Direct,Agent-004,24689.0,20675.0,20118.0,12525.0,10808.0,1716.0,3478.0,941.0,1896.0,930.0,3372.0,4725.0,25724.0,24689.0,26198.0
3,2023,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Nizwa,Direct,Agent-013,55485.0,49325.0,51044.0,22895.0,14759.0,8136.0,5065.0,834.0,4385.0,1816.0,7215.0,9329.0,54921.0,55485.0,59788.0
3,2023,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Muscat HQ,Broker,Agent-014,31151.0,29508.0,25160.0,18569.0,11641.0,6928.0,3356.0,468.0,2210.0,1501.0,2366.0,7439.0,28672.0,31151.0,30349.0
3,2023,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Muscat HQ,Bancassurance,Agent-006,38686.0,35387.0,28995.0,21726.0,16473.0,5252.0,5538.0,695.0,1508.0,1643.0,6146.0,11983.0,35019.0,38686.0,37200.0
3,2023,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Nizwa,Digital,Agent-015,36932.0,28255.0,29290.0,23677.0,15258.0,8420.0,5310.0,1230.0,1724.0,1179.0,5865.0,7862.0,37514.0,36932.0,38176.0
3,2023,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Salalah,Direct,Agent-005,55778.0,48785.0,46453.0,29342.0,24278.0,5064.0,7825.0,2343.0,3972.0,1548.0,6298.0,14845.0,50693.0,55778.0,58186.0
3,2023,Property Insurance,Fire & Perils,Commercial,Property Insurance,Salalah,Broker,Agent-014,40037.0,31409.0,29876.0,23358.0,16106.0,7253.0,2828.0,1724.0,1387.0,1417.0,5128.0,10900.0,43125.0,40037.0,40830.0
3,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Salalah,Direct,Agent-009,62125.0,48842.0,43854.0,35485.0,24179.0,11306.0,4488.0,1569.0,3951.0,2525.0,12202.0,9985.0,60793.0,62125.0,66743.0
3,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Nizwa,Broker,Agent-008,50869.0,36569.0,37422.0,30532.0,24428.0,6104.0,5288.0,1306.0,2174.0,2170.0,6432.0,5605.0,49843.0,50869.0,54358.0
3,2023,Property Insurance,Property All Risks,Commercial,Property Insurance,Nizwa,Bancassurance,Agent-014,37983.0,32936.0,33348.0,15026.0,13878.0,1148.0,5333.0,1169.0,2326.0,1002.0,4451.0,6108.0,34352.0,37983.0,40906.0
3,2023,Property Insurance,Property All Risks,Commercial,Property Insurance,Salalah,Digital,Agent-013,24776.0,19807.0,17504.0,14988.0,14034.0,954.0,2301.0,1212.0,1571.0,947.0,2120.0,2945.0,26519.0,24776.0,25069.0
3,2023,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Salalah,Direct,Agent-002,52374.0,40956.0,42193.0,23945.0,15520.0,8425.0,6275.0,865.0,4057.0,2077.0,4432.0,8518.0,56814.0,52374.0,53277.0
3,2023,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Sohar,Broker,Agent-002,39311.0,32629.0,31555.0,19622.0,12179.0,7443.0,5731.0,1957.0,1896.0,1899.0,2955.0,5755.0,35955.0,39311.0,38627.0
3,2023,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Nizwa,Digital,Agent-015,37412.0,33982.0,33029.0,16094.0,13976.0,2118.0,2804.0,1511.0,2184.0,1160.0,2339.0,13029.0,40701.0,37412.0,38405.0
3,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Broker,Agent-002,64573.0,50840.0,46868.0,26655.0,25087.0,1568.0,7917.0,1335.0,3137.0,2110.0,10469.0,24390.0,62267.0,64573.0,64288.0
3,2023,Medical Insurance,Individual Medical,Standard,Medical Insurance,Sur,Direct,Agent-002,57432.0,42610.0,38361.0,41120.0,29700.0,11420.0,4306.0,2281.0,4448.0,1940.0,2946.0,17600.0,56456.0,57432.0,59028.0
3,2023,Medical Insurance,Individual Medical,Standard,Medical Insurance,Salalah,Digital,Agent-004,59966.0,47870.0,40919.0,32118.0,27728.0,4390.0,3714.0,2259.0,3800.0,1866.0,11726.0,22092.0,57761.0,59966.0,55467.0
3,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sohar,Broker,Agent-003,51505.0,47260.0,41421.0,26857.0,16457.0,10399.0,5378.0,646.0,3962.0,2370.0,4230.0,15957.0,52205.0,51505.0,53988.0
3,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Salalah,Bancassurance,Agent-005,42479.0,30588.0,28941.0,18482.0,15520.0,2962.0,5641.0,611.0,2125.0,1784.0,3167.0,11468.0,43939.0,42479.0,41492.0
3,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Nizwa,Digital,Agent-008,42075.0,29696.0,24134.0,29939.0,27213.0,2727.0,5502.0,757.0,2368.0,1846.0,6362.0,5666.0,45403.0,42075.0,39791.0
3,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Sohar,Direct,Agent-013,31126.0,26097.0,27280.0,12384.0,10711.0,1673.0,2597.0,457.0,1590.0,1135.0,2518.0,6897.0,31971.0,31126.0,31507.0
3,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Sohar,Direct,Agent-011,42654.0,35154.0,33101.0,16777.0,11902.0,4875.0,2866.0,1085.0,3356.0,1599.0,4880.0,11507.0,44097.0,42654.0,42210.0
3,2023,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Muscat HQ,Bancassurance,Agent-011,58272.0,48764.0,48237.0,43299.0,38039.0,5260.0,5849.0,978.0,3462.0,2624.0,11064.0,20255.0,54647.0,58272.0,60254.0
3,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Nizwa,Broker,Agent-009,45006.0,38671.0,33783.0,17351.0,15437.0,1914.0,6495.0,1993.0,2102.0,1026.0,4142.0,15881.0,46409.0,45006.0,48367.0
3,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Nizwa,Digital,Agent-011,39950.0,30302.0,31545.0,23449.0,14134.0,9315.0,2098.0,1809.0,2487.0,1714.0,6696.0,9034.0,42336.0,39950.0,42747.0
3,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Salalah,Digital,Agent-005,33013.0,26516.0,26938.0,11846.0,8907.0,2939.0,3896.0,476.0,2298.0,1593.0,2101.0,4816.0,36143.0,33013.0,31417.0
3,2023,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Sur,Broker,Agent-012,46864.0,39266.0,40436.0,28691.0,23826.0,4865.0,6297.0,1693.0,2586.0,1485.0,5880.0,12032.0,45560.0,46864.0,46475.0
3,2023,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Muscat HQ,Broker,Agent-012,50513.0,38285.0,38224.0,26758.0,18680.0,8078.0,6621.0,544.0,1955.0,2263.0,6698.0,16775.0,53929.0,50513.0,54085.0
4,2023,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Nizwa,Broker,Agent-011,54148.0,50516.0,45518.0,38177.0,30992.0,7185.0,5560.0,887.0,4100.0,1987.0,2757.0,5712.0,57155.0,54148.0,51219.0
4,2023,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Salalah,Broker,Agent-010,48775.0,37072.0,38428.0,33853.0,23725.0,10128.0,5018.0,1464.0,3805.0,1552.0,6552.0,18467.0,45486.0,48775.0,49169.0
4,2023,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Salalah,Digital,Agent-002,51343.0,41272.0,34423.0,35098.0,31142.0,3955.0,6135.0,2051.0,2220.0,2016.0,2860.0,8167.0,55782.0,51343.0,53308.0
4,2023,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Sur,Broker,Agent-012,60306.0,46090.0,38976.0,21287.0,15113.0,6174.0,8890.0,1428.0,3330.0,2556.0,8000.0,19483.0,62255.0,60306.0,61353.0
4,2023,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Nizwa,Digital,Agent-011,47860.0,35244.0,34166.0,30861.0,21756.0,9104.0,6579.0,1062.0,2019.0,2202.0,4166.0,10752.0,46596.0,47860.0,50908.0
4,2023,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Salalah,Direct,Agent-008,47852.0,41008.0,42481.0,32109.0,23763.0,8346.0,6942.0,1483.0,1490.0,1330.0,6855.0,7036.0,48656.0,47852.0,46792.0
4,2023,Property Insurance,Fire & Perils,Commercial,Property Insurance,Muscat HQ,Broker,Agent-013,21481.0,15789.0,14360.0,11696.0,9627.0,2069.0,2201.0,252.0,1580.0,724.0,1322.0,7128.0,22169.0,21481.0,21994.0
4,2023,Property Insurance,Fire & Perils,Commercial,Property Insurance,Sohar,Digital,Agent-010,36939.0,28618.0,29962.0,22713.0,16958.0,5755.0,2668.0,1470.0,1589.0,919.0,2703.0,11775.0,37994.0,36939.0,34396.0
4,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Sohar,Broker,Agent-008,53283.0,39670.0,38942.0,38600.0,31280.0,7320.0,3709.0,1981.0,2513.0,1144.0,5081.0,19804.0,52336.0,53283.0,56392.0
4,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Nizwa,Bancassurance,Agent-002,45556.0,39145.0,32371.0,24669.0,17049.0,7620.0,4065.0,1434.0,1400.0,1300.0,9040.0,5340.0,43911.0,45556.0,44255.0
4,2023,Property Insurance,Property All Risks,Commercial,Property Insurance,Sur,Digital,Agent-006,62559.0,53877.0,47443.0,45638.0,43031.0,2607.0,3877.0,1486.0,2527.0,1602.0,7735.0,16838.0,61629.0,62559.0,60283.0
4,2023,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Sur,Digital,Agent-011,31607.0,27313.0,24970.0,19771.0,15993.0,3777.0,4391.0,401.0,1501.0,1567.0,2445.0,4368.0,33054.0,31607.0,33010.0
4,2023,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Nizwa,Direct,Agent-012,47462.0,40440.0,40206.0,33043.0,22674.0,10370.0,2978.0,1957.0,2033.0,995.0,8248.0,11951.0,45816.0,47462.0,43752.0
4,2023,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Sohar,Bancassurance,Agent-011,48309.0,38146.0,32094.0,19090.0,13300.0,5790.0,5070.0,889.0,2279.0,1659.0,5459.0,6695.0,43854.0,48309.0,44719.0
4,2023,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Sohar,Digital,Agent-014,45598.0,40889.0,40027.0,16031.0,9769.0,6262.0,3169.0,558.0,2579.0,966.0,7770.0,11303.0,47676.0,45598.0,47427.0
4,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Nizwa,Bancassurance,Agent-003,6797.0,24859.0,22144.0,14931.0,11734.0,3197.0,2985.0,993.0,2316.0,959.0,4439.0,6816.0,35922.0,6797.0,34744.0
4,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Direct,Agent-003,69344.0,58376.0,52560.0,43522.0,39161.0,4361.0,8867.0,2206.0,4586.0,2248.0,11674.0,24181.0,64313.0,69344.0,66437.0
4,2023,Medical Insurance,Individual Medical,Standard,Medical Insurance,Sohar,Digital,Agent-002,56311.0,47801.0,39455.0,25788.0,21480.0,4308.0,5060.0,1512.0,3936.0,2789.0,7588.0,6967.0,51839.0,56311.0,60532.0
4,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sur,Digital,Agent-013,36408.0,29567.0,29553.0,25360.0,17323.0,8037.0,3990.0,593.0,2837.0,1004.0,5789.0,6165.0,37253.0,36408.0,37336.0
4,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sur,Direct,Agent-009,59739.0,46758.0,46107.0,34278.0,27677.0,6601.0,5839.0,2032.0,2197.0,1928.0,4579.0,10994.0,55293.0,59739.0,56991.0
4,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Muscat HQ,Direct,Agent-007,54913.0,50925.0,51949.0,37298.0,35331.0,1966.0,5966.0,2663.0,4253.0,1614.0,9858.0,18547.0,57942.0,54913.0,58395.0
4,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Sohar,Bancassurance,Agent-005,43405.0,38390.0,39155.0,30398.0,25914.0,4485.0,6324.0,744.0,3365.0,952.0,5788.0,5515.0,43996.0,43405.0,42642.0
4,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Salalah,Direct,Agent-011,36015.0,31463.0,26579.0,14585.0,9503.0,5082.0,3958.0,1482.0,2155.0,1595.0,4996.0,12216.0,39448.0,36015.0,35387.0
4,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Sohar,Broker,Agent-007,39523.0,29487.0,30092.0,28959.0,19942.0,9017.0,2794.0,733.0,1951.0,1802.0,5509.0,4753.0,39310.0,39523.0,36933.0
4,2023,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Muscat HQ,Broker,Agent-012,10451.0,48008.0,38602.0,34469.0,20955.0,13514.0,4203.0,2361.0,3372.0,1315.0,6460.0,16543.0,56828.0,10451.0,53380.0
4,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Muscat HQ,Direct,Agent-007,41082.0,34904.0,34703.0,14971.0,13089.0,1883.0,4956.0,1647.0,1735.0,1307.0,2792.0,7052.0,39462.0,41082.0,39895.0
4,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Nizwa,Bancassurance,Agent-015,39623.0,31148.0,32298.0,17655.0,13107.0,4548.0,5205.0,1098.0,1653.0,1231.0,4957.0,11340.0,38875.0,39623.0,39187.0
4,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Salalah,Direct,Agent-003,38599.0,34231.0,30896.0,25047.0,15089.0,9957.0,3260.0,1066.0,2065.0,1639.0,7504.0,8260.0,37446.0,38599.0,39282.0
4,2023,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Sur,Broker,Agent-007,53428.0,50202.0,42895.0,19080.0,14368.0,4712.0,7659.0,830.0,1916.0,1179.0,8802.0,17940.0,55515.0,53428.0,49609.0
4,2023,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Sohar,Bancassurance,Agent-010,51642.0,39960.0,36974.0,24884.0,23377.0,1508.0,5034.0,1285.0,3287.0,2041.0,2601.0,14746.0,48996.0,51642.0,50612.0
5,2023,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Salalah,Bancassurance,Agent-012,39241.0,32428.0,28531.0,28064.0,22087.0,5977.0,5360.0,1005.0,2801.0,851.0,3717.0,4844.0,35565.0,39241.0,41871.0
5,2023,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Sur,Digital,Agent-002,56515.0,48584.0,48907.0,33273.0,28682.0,4592.0,4414.0,2773.0,1786.0,1786.0,10303.0,8712.0,52461.0,56515.0,55298.0
5,2023,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Sur,Digital,Agent-011,65237.0,61535.0,59109.0,45631.0,31309.0,14323.0,6452.0,730.0,1986.0,2685.0,4419.0,17245.0,67795.0,65237.0,60355.0
5,2023,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Sur,Direct,Agent-013,40785.0,38483.0,38911.0,24889.0,18348.0,6542.0,4940.0,1739.0,1842.0,2030.0,7598.0,10019.0,42603.0,40785.0,40942.0
5,2023,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Muscat HQ,Bancassurance,Agent-010,27133.0,21275.0,21901.0,13819.0,12584.0,1235.0,2611.0,585.0,2036.0,999.0,2824.0,3075.0,25022.0,27133.0,25567.0
5,2023,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Muscat HQ,Direct,Agent-007,31115.0,22290.0,19308.0,15976.0,15134.0,842.0,2778.0,422.0,1837.0,1481.0,5227.0,10917.0,33779.0,31115.0,31794.0
5,2023,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Muscat HQ,Bancassurance,Agent-009,59805.0,55570.0,51099.0,39777.0,26582.0,13195.0,6597.0,1456.0,3577.0,2408.0,6104.0,9860.0,57673.0,59805.0,61374.0
5,2023,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Muscat HQ,Digital,Agent-010,61768.0,53864.0,43502.0,29910.0,22832.0,7078.0,5316.0,908.0,2493.0,1281.0,3951.0,11111.0,65721.0,61768.0,62031.0
5,2023,Property Insurance,Fire & Perils,Commercial,Property Insurance,Sohar,Broker,Agent-004,47157.0,35634.0,30490.0,27822.0,21188.0,6634.0,4186.0,1522.0,3702.0,1388.0,6037.0,11512.0,49200.0,47157.0,48895.0
5,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Sohar,Digital,Agent-014,60600.0,48200.0,50420.0,30052.0,23266.0,6786.0,5906.0,1657.0,4380.0,1494.0,8190.0,17306.0,64857.0,60600.0,61659.0
5,2023,Property Insurance,Fire & Perils,Residential,Property Insurance,Sur,Bancassurance,Agent-012,29666.0,27144.0,28219.0,13435.0,10931.0,2505.0,2319.0,1067.0,1029.0,1247.0,3351.0,8194.0,26853.0,29666.0,30594.0
5,2023,Property Insurance,Property All Risks,Commercial,Property Insurance,Muscat HQ,Digital,Agent-011,41464.0,33539.0,34746.0,18291.0,15301.0,2990.0,2280.0,1606.0,1738.0,1391.0,4361.0,5550.0,40184.0,41464.0,40470.0
5,2023,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Nizwa,Broker,Agent-005,34550.0,28172.0,23295.0,15273.0,11342.0,3931.0,2852.0,1542.0,2209.0,1290.0,4273.0,7573.0,35325.0,34550.0,32475.0
5,2023,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Muscat HQ,Digital,Agent-008,29578.0,20888.0,17547.0,21031.0,19961.0,1070.0,2921.0,882.0,2031.0,624.0,3373.0,3844.0,28992.0,29578.0,31867.0
5,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Digital,Agent-012,64749.0,57533.0,55506.0,34681.0,24360.0,10321.0,6606.0,1317.0,3518.0,1579.0,8729.0,11239.0,62076.0,64749.0,64739.0
5,2023,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Digital,Agent-015,12399.0,8770.0,8865.0,7444.0,5551.0,1893.0,924.0,494.0,958.0,390.0,871.0,1646.0,11175.0,12399.0,12883.0
5,2023,Medical Insurance,Individual Medical,Standard,Medical Insurance,Nizwa,Digital,Agent-014,37381.0,35303.0,31136.0,18072.0,15190.0,2881.0,2052.0,1609.0,2985.0,1617.0,6252.0,8115.0,34135.0,37381.0,39131.0
5,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Muscat HQ,Direct,Agent-013,50266.0,39719.0,38560.0,33432.0,31304.0,2128.0,3998.0,1495.0,1581.0,1387.0,5333.0,13981.0,49973.0,50266.0,49176.0
5,2023,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Salalah,Direct,Agent-003,61443.0,48277.0,47130.0,40625.0,36111.0,4514.0,4358.0,1940.0,4608.0,1951.0,7034.0,24298.0,56688.0,61443.0,63465.0
5,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Sohar,Digital,Agent-004,50611.0,46219.0,47460.0,35377.0,22023.0,13353.0,6361.0,2372.0,3091.0,1925.0,2872.0,18058.0,46019.0,50611.0,49100.0
5,2023,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Sur,Digital,Agent-002,34114.0,25393.0,23412.0,13336.0,12074.0,1262.0,3618.0,893.0,1159.0,1097.0,6138.0,10610.0,31265.0,34114.0,32258.0
5,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Sur,Direct,Agent-004,49130.0,35556.0,35449.0,24435.0,16755.0,7680.0,5257.0,518.0,2617.0,2226.0,9296.0,9962.0,50529.0,49130.0,46982.0
5,2023,Liability Insurance,General Liability,Commercial,Liability Insurance,Sur,Direct,Agent-008,62463.0,46405.0,48044.0,44022.0,31604.0,12418.0,7974.0,863.0,4186.0,1779.0,4394.0,18955.0,62086.0,62463.0,62764.0
5,2023,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Salalah,Direct,Agent-011,29154.0,24955.0,20258.0,14617.0,11905.0,2711.0,3372.0,1257.0,1488.0,1063.0,3988.0,5645.0,26552.0,29154.0,26841.0
5,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Nizwa,Direct,Agent-012,35232.0,28182.0,28418.0,22174.0,13481.0,8693.0,4498.0,1067.0,1668.0,1473.0,5387.0,6806.0,38636.0,35232.0,36070.0
5,2023,Travel Insurance,Individual Travel,Standard,Travel Insurance,Salalah,Digital,Agent-004,33678.0,28884.0,26810.0,22066.0,15268.0,6799.0,4049.0,1437.0,2299.0,1452.0,6172.0,4218.0,35006.0,33678.0,36204.0
5,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Sur,Broker,Agent-013,41483.0,32518.0,27414.0,22227.0,16595.0,5632.0,4112.0,1955.0,2237.0,1470.0,7592.0,14325.0,39324.0,41483.0,38251.0
5,2023,Travel Insurance,Group Travel,Corporate,Travel Insurance,Nizwa,Broker,Agent-011,40617.0,30577.0,30128.0,25094.0,20019.0,5075.0,5538.0,1680.0,2575.0,1622.0,6065.0,10461.0,40324.0,40617.0,41980.0
5,2023,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Salalah,Bancassurance,Agent-007,22639.0,19503.0,17271.0,11150.0,7653.0,3497.0,3310.0,1005.0,1314.0,726.0,3634.0,5848.0,24793.0,22639.0,21027.0
6,2023,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Salalah,Bancassurance,Agent-009,5841.0,5230.0,4364.0,3074.0,2585.0,489.0,779.0,174.0,235.0,219.0,690.0,1937.0,5906.0,5841.0,5635.0
